GeoAssetID,OwnerCompanyID,Percentage,CompanyName
9626,2432,1.0000,IOR
4836,2433,1.0000,Ipiranga
4623,2434,1.0000,Island Energy
9612,2435,1.0000,Kam International
9678,2437,1.0000,KBC
5241,2438,1.0000,Khabarovsk
5017,2439,0.5000,Khartoum Refinery
9676,2440,1.0000,Kyrgyzneft
5037,2444,1.0000,NefteGazIndustriya
5109,2445,1.0000,National Refinery Limited
4624,2446,1.0000,Oil Combustibles S.A.
4819,2448,1.0000,Oro Negro
4828,2450,1.0000,Pampa Energia
4962,2452,1.0000,Paramo
9707,2453,1.0000,Petromax
16122,2453,1.0000,Petromax
4781,2456,1.0000,Red Apple Group
4846,2457,1.0000,Refinaria de Petroleos de Manguinhos
4861,2458,1.0000,SAMIR
9683,2460,1.0000,Steaua Romana
9631,2461,1.0000,Univen Petroleo
9711,2462,1.0000,Uzbekneftegaz
9712,2462,1.0000,Uzbekneftegaz
9713,2462,1.0000,Uzbekneftegaz
4652,2464,1.0000,World Oil
9628,2466,1.0000,Zarubezhneft
9677,2467,1.0000,Zhongda
15965,3663,1.0000,Noble Group
15952,3663,1.0000,Noble Group
16062,4689,1.0000,Gulf Petrochemical Industries Company
15956,4740,1.0000,Slavyansk Eko
16054,4936,1.0000,Baota Petrochemical Group
16095,4936,1.0000,Baota Petrochemical Group
16105,4936,1.0000,Baota Petrochemical Group
16116,4936,1.0000,Baota Petrochemical Group
16145,4936,1.0000,Baota Petrochemical Group
16163,4937,1.0000,Blue Star Daqing Petroleum
16059,4938,1.0000,California Resources Corporation
16078,4939,0.0475,Chengdu Road & Bridge Engineering
16055,4940,1.0000,China North Industries Corporation
16164,4941,1.0000,Dalian Haichang Group
16060,4942,1.0000,DNO ASA
15962,4943,0.0178,Dome Energy
16050,4944,1.0000,Dongying Hualian Petroleum & Chemical Plant
16089,4945,1.0000,Dongying Qirun Chemical
16000,4946,1.0000,Ecomar Energy Solutions
16004,4947,0.3333,Greenergy International
16049,4948,1.0000,Guangdong Tianyi Group
16071,4949,1.0000,Guangzhou Huahong Oil
16069,4950,0.4900,Haike Chemical Group
16100,4951,1.0000,HCS Group
16162,4952,1.0000,Hengli Petrochemical
16069,4954,0.2550,Jindayuan Real Estate
15988,4955,1.0000,Jukonoil
16177,4956,1.0000,KAT Group
16170,4957,1.0000,Khasan
16127,4957,1.0000,Khasan
16147,4958,0.8800,Li & Fung
16053,4959,1.0000,Liaozhong County Refinery
16103,4960,1.0000,Lihuayi Group
16118,4961,1.0000,Naftogaz of Ukraine
16006,4962,1.0000,Niger Delta Petroleum Resources
16184,4963,0.3000,Nile Petroleum
16185,4964,1.0000,Pars Behin Playeshe Nafte Qeshm
16001,4965,1.0000,Pelican Refining
15982,4966,1.0000,Penglai Anbang Petrochemical
15953,4967,1.0000,PetroNeft Resources
16180,4968,1.0000,Piroozi Oil and Gas Refinery
15987,4969,1.0000,Platon Gas Oil Ghana
16119,4970,1.0000,PT Tri Wahana Universal
16168,4971,1.0000,Qianhai Petroleum & Chemical Group
16137,4972,1.0000,Qinhuangdao PetroChina Petrochemical
16182,4973,1.0000,RTS Oil
16090,4974,1.0000,Ruifeng Petroleum Chemical Holdings
16184,4975,0.7000,Safinat Group
15995,4976,1.0000,Saigon Petro
16188,4977,1.0000,San Joaquin Refining
16107,4978,1.0000,Shaanxi Yanchang Petroleum
16048,4979,1.0000,Shandong Chambroad Petrochemicals
16037,4980,1.0000,Shandong Chengda New Energy Technology
16167,4981,1.0000,Shandong Dongfang Hualong Industry and Trading
16132,4982,1.0000,Shandong Donghao Petrochemical
16139,4983,1.0000,Shandong Dongming Petrochemical Group
16077,4983,1.0000,Shandong Dongming Petrochemical Group
16134,4984,1.0000,Shandong Hengyuan Petrochemical
16044,4985,1.0000,Shandong Jincheng Petrochemical Group
16068,4986,1.0000,Shandong Jingbo Petrochemical
16143,4987,1.0000,Shandong Qingyuan Petrochemical
15978,4988,1.0000,Shandong Shenchi Chemical
16067,4989,1.0000,Shandong Shengkai Petrochemical
16140,4989,1.0000,Shandong Shengkai Petrochemical
16131,4989,1.0000,Shandong Shengkai Petrochemical
16097,4990,1.0000,Shandong Shida Technology Group
16094,4991,1.0000,Shandong Wantong Petrochemical Group
16073,4991,1.0000,Shandong Wantong Petrochemical Group
16063,4992,1.0000,Shandong Yuhuang Chemical
16108,4992,1.0000,Shandong Yuhuang Chemical
16079,4993,1.0000,Shouguang Lianmeng Petrochemical
16078,4994,0.0665,Sichuan Road & Bridge
15980,4995,1.0000,Sichuan Shengma Chemical Industry Stock
16045,4995,1.0000,Sichuan Shengma Chemical Industry Stock
16175,4996,1.0000,South Refineries
15985,4997,1.0000,Targa Resources
16081,4998,1.0000,Unity Strength
15966,4999,0.9716,Urals Energy PCL
15970,4999,1.0000,Urals Energy PCL
15957,5000,1.0000,VPK-Oil
16002,5001,1.0000,World Energy LLC
16069,5002,0.2550,Xindu Group
16181,5003,1.0000,Xinjiang International Industry
16066,5004,1.0000,Blue-star Petrochemical
16085,5005,1.0000,Changchun Xinda Petroleum Group
16065,5006,1.0000,Changle Huarong Industry and Trade
16078,5007,0.8360,China Offshore Oil & Gas Development & Utilization
16047,5007,0.6700,China Offshore Oil & Gas Development & Utilization
16158,5008,1.0000,Daqing Lianyi Petrochemical
16153,5009,1.0000,Dongguan Yelian Petrochemical
16141,5010,1.0000,Foshan Sanshui Futeng Asphalt
16087,5011,1.0000,Foshan Sanshui Haishengda Road Material
15961,5012,1.0000,Gaetano LLC
16133,5013,1.0000,Gaoqing Hongyuan Petrochemical
15984,5014,1.0000,Guangzhou Jiasheng Asphalt
16146,5015,1.0000,CNOOC Hainan Gas
16075,5016,1.0000,Hangzhou Xinya Petrochemical
16117,5017,0.2000,HBOil
16161,5018,1.0000,Hebei Dagang PetroChemical
16130,5019,1.0000,Hebei Jinrui Petroleum & Chemical
16092,5020,1.0000,Hebei Refinery Huayou Paraffin
16113,5021,1.0000,Hebei Refinery Huayu Bitumen Products
16154,5022,1.0000,Hebei Xinquan Petroleum & Chemical
16083,5023,1.0000,Henan Beili Petrochemical Holding
16159,5024,1.0000,Hong Kong Bora Holdings
16091,5025,1.0000,Jieyang Kangda Chemical Industry
16064,5026,1.0000,Jinao (Hubei) Science & Technology Chemical Industry
16157,5027,1.0000,Jinhai Hongye (Zhenjiang) Petrochemical
16070,5028,1.0000,Jiyang Guangyuanfa Asphalt
15959,5029,1.0000,Kondinsky Refinery
16046,5030,1.0000,Liaoning Deying PetroChemical Group
16043,5031,1.0000,Liaoning Huayou Petrochemical
16114,5032,1.0000,Lingang Huarun Asphalt
16106,5033,1.0000,Mingyuan Chemical
16125,5034,1.0000,Naftrason
16179,5035,1.0000,North Refineries
16176,5035,1.0000,North Refineries
16186,5036,1.0000,Oil & Gas Development
16151,5037,1.0000,Panjin Hongye Group
16080,5038,1.0000,Panjin Liaotong Chemical
16109,5039,1.0000,Panjin Taipinghe Asphalt
16074,5040,1.0000,Panjin Xingda Group
16111,5041,1.0000,Panlong Petrochemical
16076,5042,1.0000,PetroChina Jiangsu Xingneng Asphalt
15977,5043,1.0000,Qihua Group
16152,5044,1.0000,Qinhuangdao Yuandong Petroleum Refinery
16072,5045,1.0000,Shaanxi Shuangyi Petrochemical
16041,5046,1.0000,Shandong Binhua Group
16042,5047,1.0000,Shandong Haiyou Petrochemical Group
16155,5048,1.0000,Shandong Hi-Tech Chemical Group
16039,5049,1.0000,Shandong Huifeng Petroleum & Chemical Group
16104,5050,1.0000,Shandong Tianhong Energy Chemical
16144,5051,0.6700,Shanghai Chemical Industry Group
15981,5052,1.0000,Shengyang Jingfa Bitumen
16115,5053,1.0000,Shenxian Huaxiang Petrochemical
16047,5054,0.3300,Taizhou Dongtai PetroChemical
15962,5055,0.9822,Tomsk Refining
15969,5056,1.0000,Volkhov-Eko
16096,5057,1.0000,Wudi Xinyue Chemical
15983,5058,1.0000,Yanbian Lian Petrochemical
16142,5059,1.0000,Yancheng Lianfu PetroChemical
16082,5060,1.0000,Yingchang Heavy Road Asphalt
